crop_type,region,season,soil_type,irrigation_method,temperature_C,humidity_percent,rainfall_mm,leaf_wetness_hrs,soil_pH,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,days_since_last_rain,plant_age_days,pesticide_applied,fertilizer_kg_ha,disease_label
Maize,,Zaid,Sandy,drip,20.164644809538395,64.9149690828461,24.51326560114085,15.305759595766702,7.9847152538835875,100.9232309386085,50.78142343881052,60.62689403768087,20.0,104.0,0.0,51.612611828870094,Healthy
WHEAT,East,,loamy,Sprinkler,25.47090588114628,52.45038219519248,1.094164780108911,10.580712729027006,4.676938606889673,,41.93708347194166,83.25052769905835,47.0,16.0,1.0,49.88722900473564,Healthy
WHEAT,West,Rabi,sandy,Flood,29.314769634515656,84.03180947502509,21.459502371558344,19.16922694660499,7.262424602603306,105.1391741851191,66.67314097196765,87.0796405146344,17.0,64.0,1.0,49.6660096244672,Bacterial
Maize,North,,,drip,,51.225184346909074,96.06035919157208,17.526523944637514,6.5340161860900965,87.31904346907695,75.46876813770585,53.76092184061289,13.0,84.0,1.0,57.62791139858423,Pest Damage
WHEAT,West,kharif,Clay,Sprinkler,30.875185618388933,49.81192440095482,25.202665676044745,22.451654980121383,6.339047636419242,79.06057907325238,8.293429123914223,80.85138931771695,18.0,59.0,1.0,34.96477852891327,Bacterial
Rice,West,,loamy,Flood,24.360658737721632,71.1882123094448,31.983654049880297,9.038935401501469,5.436971780766863,141.82060766124323,82.21162188302209,93.37113318623184,7.0,85.0,0.0,73.67996548749325,Healthy
cotton,SOUTH,,,FLOOD,33.778367980292515,58.40190452307458,6.880744713871301,18.1040430400403,6.3257595751345415,57.79394606725937,27.50210783525673,77.03491897085792,29.0,47.0,1.0,59.747355018504656,Bacterial
Rice,,,,drip,26.231642800183845,80.7987143765432,0.6309766687249091,23.252244762374534,6.202447030331869,151.65411390861945,18.95782047772316,54.277310174206775,53.0,10.0,1.0,65.03569108029737,Fungal
WHEAT,North,,Clay,,28.98753067751768,74.96615417022363,200.7305049277238,8.07141666178647,,81.39264318211349,53.11687244244832,66.60559808158263,,81.0,0.0,42.98431942624562,Bacterial
Rice,East,RABI,loamy,drip,21.048705409735064,59.26321708893267,16.515137320734347,6.960101851540706,,106.56846874136167,38.74616388887699,117.03841965566929,10.0,90.0,1.0,61.90269031276683,Healthy
WHEAT,North,kharif,sandy,Rainfed,42.01268716362284,59.24562489630263,13.104066886526793,18.457218880914233,5.896920853789451,84.94489291151454,,92.45713502904393,4.0,61.0,1.0,63.939515741205135,Bacterial
Maize,North,,,Sprinkler,26.691533675477544,64.52681124563823,33.87820439954121,10.692513654763857,6.916812201853141,92.42530275842718,67.12616432053694,73.78770016668184,47.0,30.0,1.0,68.58002912975381,Fungal
Maize,East,Rabi,loamy,FLOOD,,63.50424126087721,54.70966655070068,9.567642346237403,6.161301024421557,113.29751388286242,66.16991042594239,122.4233811719766,27.0,13.0,0.0,,Pest Damage
Wheat,South,,Sandy,,27.791099640099674,66.35591002141912,11.58243601360166,13.094700337296157,5.503916003235536,115.89811191543365,84.48649328186377,112.18110815681385,50.0,58.0,0.0,36.90489722886233,Fungal
rice,,,Silty,Sprinkler,,93.81161070076539,29.703905897889985,22.452737736324693,4.649667161549537,73.6096325928092,53.69005777612894,76.4601279597036,37.0,37.0,1.0,36.6682670077128,Bacterial
Cotton,North,kharif,loamy,Drip,34.27789228445807,26.47806048869375,16.17676374700103,2.0124043490109536,8.231893676978203,107.83890790820381,67.34709007809968,80.84422810893089,8.0,110.0,0.0,46.33727178039676,Pest Damage
Maize,,Kharif,Sandy,drip,35.80849640743262,57.315918852481076,26.231397553583932,11.176460733104381,6.708499713390583,123.09700351920611,26.613069726819802,77.41926946715543,33.0,104.0,0.0,60.65640692409275,Healthy
WHEAT,,,loamy,,35.7995649499346,70.71383802941587,7.036561018644164,2.643384600773576,8.05434144355163,134.03855414294637,79.21006863849962,91.54443796092673,4.0,95.0,0.0,52.88124878328144,Pest Damage
Rice,,Zaid,CLAY,,32.66456245231332,58.8501457491666,28.543652180860626,21.206065432989575,6.7309811259474515,58.72744603989025,49.975539262674644,72.79733354538013,10.0,18.0,1.0,65.34362302817895,Bacterial
rice,East,,,,28.037905763205824,65.81384131671999,1.9401823131467286,3.280829790746596,7.4545557654330485,105.63481874781735,54.31864360510848,106.14347762654549,23.0,62.0,1.0,,Healthy
maize,West,RABI,CLAY,Drip,29.30801732566774,72.35181464225867,73.30259199903577,2.1528812889329103,8.22871044105603,58.391462341613845,53.15090765724617,48.094546455849766,21.0,57.0,0.0,51.43933187952991,Fungal
rice,,Rabi,loamy,,27.85468321264735,74.24482292373149,39.51787658288814,23.13010551829192,7.499995869087295,104.75295807361859,,122.24012871571703,52.0,99.0,0.0,77.45573172544718,Bacterial
cotton,South,,Sandy,Flood,23.74206090704657,58.156775321950555,113.54259851493937,13.520228197018657,8.106018751057888,107.08611602230664,52.614625126698286,99.85519430989024,15.0,54.0,1.0,34.34613168233331,Healthy
cotton,South,Kharif,Silty,,30.90548955842693,75.44263912202757,36.62482969923013,19.821430343651638,7.975472177700954,138.8742768950011,16.70585466335696,95.52539086486976,39.0,106.0,1.0,66.6773637155153,Bacterial
maize,SOUTH,kharif,loamy,,23.253330499760565,57.48649024741516,8.043839998126176,11.2861627883345,5.629506032224362,149.20276390284596,84.80383040310241,69.42030175227478,1.0,109.0,1.0,75.79559950537885,Fungal
Maize,West,RABI,Silty,Sprinkler,30.09786221305858,59.14878224617012,26.469875595372816,10.455404413321043,6.39308401294233,89.34629371388722,46.99269795478928,93.31260480471941,20.0,110.0,1.0,42.14726065170335,Bacterial
Rice,,Zaid,loamy,Drip,25.95550255899452,71.67125673634978,43.70863946183561,21.878634232063067,,128.82787117414242,52.51486170485937,71.47848385493832,0.0,33.0,0.0,74.80938556625313,Healthy
WHEAT,North,kharif,,Rainfed,37.32387690582545,57.09955702105684,18.750469885004062,23.75694167398281,5.8696398092017334,139.65032652274445,56.139488115322905,109.33571998662629,25.0,65.0,0.0,59.65485553749844,Pest Damage
Maize,Central,RABI,Sandy,Sprinkler,35.91788007331351,52.85526696674763,32.17653113732995,14.844765143042498,6.515419178224823,97.58852402888499,70.48873395357555,,8.0,61.0,1.0,21.885507789015154,Pest Damage
Rice,,,,FLOOD,38.88799301191937,54.245704220033055,7.10236514109193,22.036520176847233,6.462630326800978,143.19016467912166,50.14090093015836,83.83161917049566,39.0,73.0,1.0,54.91611726079371,Pest Damage
Wheat,north,,CLAY,,31.285276449568066,72.32903024557481,60.045617071313686,20.705246624413384,6.45408136085703,124.07902126352303,81.3178216628763,109.73364962864449,51.0,13.0,0.0,64.1535063452638,Bacterial
rice,,Kharif,loamy,FLOOD,24.315044721924494,66.23478279520931,96.10946526330812,13.056237323095475,6.844803766332297,111.79630799698143,97.490548422073,89.12814527046775,48.0,82.0,1.0,69.44191839091685,Healthy
Soybean,North,Zaid,CLAY,Flood,29.540223589935827,70.20671574837947,15.126251167399701,22.586488668345474,6.480913213067544,124.25286692277578,92.71970550166897,72.11136912693809,44.0,,0.0,108.66550742797148,Bacterial
rice,South,kharif,Sandy,Sprinkler,23.259617071903183,67.68264370658709,63.06554714471091,5.041347893108711,5.901173538647919,72.59394648949021,65.06303287283484,35.44353464829943,44.0,42.0,1.0,,Healthy
maize,north,kharif,sandy,Flood,27.062119726712513,43.64729721920991,3.858036385622865,21.236281586357393,6.940711845649665,124.21391773556891,48.4690955134308,66.07777646182018,49.0,14.0,0.0,52.26715581661867,Healthy
Wheat,Central,Rabi,Sandy,Drip,,76.77047666836825,11.33190739875001,7.424553863168918,6.386644158962223,94.62589901013553,47.93543277173281,102.4120854083987,19.0,71.0,0.0,45.21903459557859,Fungal
rice,,,Loamy,Rainfed,27.62714266851269,80.89805057166669,24.78620943260356,0.7323732827688572,7.746025077203971,120.86484616269665,52.60510183361217,136.10772705728778,6.0,99.0,0.0,66.14329167491924,Fungal
rice,north,,,Drip,31.399408671930246,72.21831229457813,19.536945575081898,18.890101335268806,6.3607886057877066,107.82540723212216,42.98142619435886,69.76979588793323,30.0,12.0,1.0,73.88909940068538,Bacterial
rice,East,Rabi,,Sprinkler,25.07002162013069,150.0,38.66398947468149,22.3204204140614,7.108217708239339,128.65176640035014,68.31632159777774,18.162920139216084,38.0,105.0,0.0,41.56767428907662,Bacterial
rice,East,,loamy,Rainfed,28.97673345036121,77.06031488847098,33.11151001447714,,6.2791864526470595,155.75608109383,55.47077796700269,59.74037065844338,8.0,62.0,0.0,49.05419038276457,Fungal
Soybean,north,Kharif,loamy,Sprinkler,120.0,66.7092720545564,3.6526938133596882,12.818054097302502,4.602587434111422,123.81416767458308,59.67344728551778,100.81186663524392,12.0,115.0,1.0,75.04060140876143,Healthy
rice,,,loamy,Flood,34.69320094934722,,5.6484623732943735,17.984320710153796,7.097789547976863,150.01357148476995,53.84186428649362,87.33187142403686,4.0,57.0,0.0,64.43744419155274,Pest Damage
Soybean,,Rabi,loamy,Rainfed,29.554305106089927,78.17474768047833,2.1238652974522774,7.958966112327088,8.245334206345058,89.31235650869925,69.02349350830038,108.66757056037575,26.0,30.0,0.0,24.782725686676535,Fungal
Wheat,West,Rabi,sandy,Drip,26.41239697056546,65.42934853157216,121.9709900602295,3.526040479387584,6.654862154811676,,65.11873193688207,,18.0,62.0,0.0,14.852879698358493,Fungal
Soybean,East,RABI,Clay,Sprinkler,29.95850255901708,,41.4643065098441,9.4139063212155,7.129890661744667,89.61806623489423,52.93200588209336,65.3944926684753,41.0,,,59.21382616243672,Healthy
Rice,,Kharif,Loamy,Rainfed,36.2227769955326,61.781842509778755,77.40239973586974,10.957681632629004,6.67192094902287,82.39684907329737,57.03365385330508,117.28892842935184,41.0,35.0,0.0,28.98884485379635,Bacterial
Wheat,north,Kharif,CLAY,Sprinkler,27.611424520918145,,31.171205659701442,17.813302298427264,6.497034209302633,111.75509691469149,57.01209942134714,106.04738381183526,14.0,36.0,1.0,59.878702942788735,Bacterial
maize,North,,loamy,Flood,21.784121089461767,73.53595651727778,8.61883185700856,4.768412705195397,8.005586940957896,106.66620365906259,73.41506013315237,61.18356573019033,18.0,109.0,1.0,77.47251929205426,Healthy
Soybean,,RABI,,FLOOD,24.419362752497236,52.26626662576426,39.40429615675547,19.562692655623827,7.26109320981035,72.54020745128113,44.438120456792014,121.87372435271665,28.0,56.0,0.0,67.72805290407494,Healthy
Cotton,Central,,,Flood,36.848362877290946,55.41799852348922,28.15529832758334,12.052298633596457,6.254111776231539,86.16467807643525,50.69240779185871,99.25877774816489,51.0,42.0,1.0,56.84051178010916,Bacterial
Wheat,North,Rabi,Loamy,,26.027240751164275,64.83260995372598,20.982943514377016,21.693372389040942,5.658185708415851,12.172273802252448,22.00065214602995,79.21388029924482,27.0,94.0,0.0,54.8712867427879,Bacterial
WHEAT,north,kharif,,Rainfed,22.670370131409463,60.97480994034402,,13.578862373128038,8.368206323031474,79.4634017535696,38.499512168764035,113.64048919791335,13.0,103.0,0.0,61.43623552254095,Healthy
Rice,,Zaid,Sandy,Sprinkler,24.094399317379693,61.55482010748219,42.00163101993522,10.724509960333398,6.691680201322168,100.2047917632602,55.275557621816844,93.47474631285844,49.0,53.0,1.0,59.03164879081159,Pest Damage
Rice,East,Kharif,CLAY,Rainfed,25.795984164999698,57.230054933735595,38.468436796324035,6.883047508037264,7.415727729504108,164.695428775755,51.26039732018656,108.67097478671329,49.0,94.0,1.0,70.12225021744597,Healthy
maize,South,,,Sprinkler,30.383801148835634,81.69943799700059,6.574517288055709,2.5498176755074633,5.395356759098243,141.39120120864976,,57.23218145927832,13.0,66.0,1.0,36.80565471945678,Fungal
Wheat,SOUTH,Zaid,loamy,Flood,32.697957542185506,44.0418613181825,67.76108257910667,8.920879329217593,4.28911545151979,129.70499915516598,70.50136636313931,108.77723717735765,14.0,25.0,1.0,37.19292325249503,Pest Damage
Soybean,north,RABI,loamy,Rainfed,26.489291143276848,85.97260558884486,40.4340846313785,9.92695810918384,5.582442863744901,184.95862984676035,42.38841417267032,96.61975543453222,18.0,46.0,1.0,50.181555996872866,Fungal
rice,north,,,drip,32.466647004678016,80.08226256376533,30.698320960566697,13.638886516186535,7.132728817571126,66.22742507429416,27.59623538541655,86.22559692204408,15.0,18.0,1.0,36.54004834111193,Bacterial
maize,north,Rabi,sandy,FLOOD,25.701637508167988,74.17112988392417,55.27895157412556,20.636427885672557,5.913611021476462,117.96901090590197,67.28719428638918,98.4567481461084,34.0,38.0,1.0,44.455770766245585,Fungal
cotton,East,Rabi,CLAY,drip,25.25631605565973,50.603277065985736,6.6736652616685355,11.131559894655954,5.366836139232097,181.06327104530658,76.68045713408327,123.10158630970034,35.0,29.0,1.0,31.64720160124169,Healthy
rice,north,Zaid,Silty,,34.57524674211699,61.2796045153909,100.88747984757104,7.5428285931156305,6.518761445229938,104.77970678657803,11.254405287384905,51.76041798766524,32.0,17.0,1.0,62.87361495288986,Pest Damage
Maize,North,Zaid,,Sprinkler,24.1792433542102,90.77381018834336,12.620618337777369,20.958206690477112,6.447784305938809,95.16660256200923,73.6485405805101,,38.0,87.0,0.0,33.12784275564924,Fungal
Soybean,,Rabi,Sandy,,31.598160992096588,57.700978535461104,12.193529283914202,17.614032913871444,7.451834428934513,144.52014358159389,55.685617239922024,57.656576864361554,36.0,56.0,0.0,44.59242572854044,Pest Damage
WHEAT,,Rabi,sandy,FLOOD,28.013793601373447,57.90397506178023,67.47491371997437,7.3687118539244025,6.374866188578086,103.29842903478745,54.88610380697106,151.15245848664625,48.0,111.0,1.0,40.30251424949199,Healthy
Soybean,West,Kharif,sandy,drip,25.688762190927104,65.03681777845713,16.25809612229159,,7.84447871121518,157.77900720980665,37.60268419026698,89.83160547736398,52.0,50.0,1.0,54.69508981113159,Healthy
maize,South,RABI,sandy,Drip,24.285267094304636,55.10370838713276,71.04526205717792,6.98465772623331,7.465642209459042,144.94472571668965,56.89646356178994,128.33207815727337,19.0,51.0,,79.45096860012171,Healthy
Cotton,West,Kharif,,FLOOD,31.688309057285938,74.78745632290196,15.900465334492946,2.9673027899688282,5.653165054878705,114.28528039435528,58.17585793325339,108.15745636037407,23.0,16.0,1.0,43.80878363361396,Bacterial
maize,SOUTH,,Clay,FLOOD,22.440944551307293,85.01997254470126,32.00150877571819,21.681992101125594,8.273024703276189,149.41718471766706,105.06753710704412,73.18036400966344,38.0,69.0,1.0,29.637872326376318,Fungal
Rice,north,Zaid,Sandy,,33.79740399497089,60.36554787059555,10.49850779739413,14.681444907560206,8.020483340453236,112.93356790956582,70.44074748453716,94.08020538847934,24.0,50.0,1.0,46.842344747007175,Pest Damage
Soybean,Central,Rabi,Clay,Rainfed,28.047093387873275,77.87548252886354,,20.7243011019051,6.404828564972971,123.98137126247883,59.950771714387834,93.25534690502454,33.0,26.0,0.0,,Fungal
Maize,north,,sandy,Flood,33.80200993129937,62.50253170558756,7.3060374244144715,19.688660928278754,7.589227372546151,137.55729108550514,83.6399010141007,114.97756667500136,9.0,83.0,1.0,83.17887953917926,Pest Damage
maize,North,Zaid,,Rainfed,26.962892180422827,41.23172558647673,91.87664213449165,3.6776539512466595,8.455215973071464,108.31389499544139,77.70151856651509,48.81667731706356,59.0,46.0,1.0,27.028245566594265,Healthy
WHEAT,South,Zaid,,FLOOD,33.826090688178624,57.72466951846007,18.586243263084267,10.63203036446206,7.242830820942008,165.30865737638456,30.91998435065598,99.56515143238335,23.0,71.0,1.0,38.470375087793784,Pest Damage
Wheat,,Zaid,Silty,drip,34.47544132057854,69.94543503613637,25.514136554452108,23.329521452289132,6.569928644589245,122.09955872633834,73.23055831659568,100.9578473553749,55.0,98.0,1.0,60.37110015746339,Bacterial
cotton,North,RABI,Clay,,29.483064946450323,56.30176692470099,0.9726050012182953,5.611063254734953,6.547287499577319,128.68943486751712,61.953774968126716,97.98099788005531,59.0,96.0,,30.949728626920287,Bacterial
WHEAT,SOUTH,Kharif,Loamy,Sprinkler,34.22274782275811,51.16980299386558,148.83952428776604,1.2057335953310542,5.42216315247628,80.5082854755216,45.9917848628624,114.38854733115802,16.0,53.0,0.0,51.45213812533625,Pest Damage
Wheat,,,,,26.891661750675524,101.86985457156032,67.10338563040794,,7.591305776162466,,39.318314879153384,100.56697449831468,41.0,113.0,1.0,28.218871229950736,Bacterial
Maize,East,Kharif,loamy,,27.6672462133358,51.003508564350966,23.696535390594498,12.26269936186417,7.181323968409445,124.88652260379641,57.065340521288576,28.54661410596927,41.0,119.0,0.0,50.194483529224534,Bacterial
cotton,South,Kharif,loamy,Flood,22.421377535973658,53.36404514740174,101.16002920860637,1.3410587339032292,6.116367142759807,146.0620571957502,59.7933298224401,105.53009423032158,53.0,45.0,1.0,61.17300337988468,Healthy
cotton,Central,Kharif,,Sprinkler,21.709144608536107,70.52389352777831,106.98053741527288,10.24017057548329,5.271435890126612,162.38792511076028,82.97085641496344,64.2657017011159,40.0,114.0,0.0,,Healthy
Cotton,Central,RABI,Loamy,Drip,-5.0,56.76532829584929,30.461505480976726,6.081903991965628,5.099895630937083,88.17960296433824,14.957264123028878,75.67501708814126,46.0,73.0,0.0,,Pest Damage
Wheat,,Rabi,Sandy,Rainfed,30.93668653741203,59.33030407133197,10.655133560449734,5.090830942824837,5.824138917557553,95.20145258797768,,74.95964372108013,13.0,91.0,1.0,,Bacterial
rice,East,,Silty,Rainfed,36.30917469206277,,26.70778136885952,,6.556351275464451,83.1045264823381,63.91597700928744,105.39511112503193,15.0,51.0,1.0,78.63919865250483,Bacterial
cotton,SOUTH,Kharif,Silty,,26.226145633594317,80.28529628029543,15.709770909983192,2.5295699247433,7.225487350833906,134.80838373117854,57.229004092723734,98.42546125336382,25.0,39.0,1.0,62.49699792061739,Fungal
WHEAT,,RABI,Sandy,drip,30.165077836405427,63.89341819653066,23.767247945713557,1.839548523339948,7.730022713801746,162.39988096136364,62.208042656463945,87.5795848945516,40.0,112.0,0.0,56.31545838764092,Healthy
Wheat,,Zaid,Clay,,24.177862033342794,71.84450537913874,96.94133917829916,14.300291545304528,7.273620618658639,,50.83241312672239,95.54642304497467,30.0,15.0,0.0,47.32201606696266,Healthy
Wheat,South,kharif,sandy,Drip,33.09007196091837,86.63241496928245,13.2422141901331,22.747937293002593,7.747763467328321,121.75123226777448,64.97508050480687,55.33415543245082,0.0,88.0,1.0,20.212274902762914,Bacterial
